reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
322ab9a0-4334-428c-b11f-08c17fcd567a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I've had Netflix since the Era where you could rent DVDs through their mailing option. Subscriptions have gotten so expensive yet their shows and movies offered aren't even worth 8.99 a month. They cancel great shows and pump out a bunch of duds in their place. Can't even get the popular ongoing series on this platform yet I'm paying more and more every year while they take things away. It's not a convince anymore, might as well go back to cable",1,17,8.49.0 build 16 50315,2024-08-23 06:17:46,,,8.49.0 build 16 50315
d1589736-9aa1-4afe-af97-a2f883c150e2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I have to literally get my own netflix account even though im in the same household and on the same internet as my moms netflix account, this is so stupid making me spend more money to watch a show just because yall have to be so petty. Screw netflix.",1,18,8.50.0 build 9 50318,2024-08-23 06:05:13,,,8.50.0 build 9 50318
6bd1e1ea-b030-491b-932f-a290f94bc09b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Netflix has as all of my favorite movies to watch,5,0,8.127.1 build 10 50788,2024-08-23 06:02:38,,,8.127.1 build 10 50788
3003f2c2-3659-496d-8b93-c6427a790e2e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Netflix I love 💗💗💋💋😊😊😊😊😊😊😊😊😊😊😊😊😊💗💗💗💗💗💗💗💗💗💗😲😲😲😲😲😲😲💗💗💗💗💗💗💗💗💗💗💗💗,5,0,,2024-08-23 05:40:52,,,
b85962c4-c878-44c1-b7ca-37a16729564b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Used to be a good app. Now the network sharing features have gone overboard and ruining it. Unable to watch on the go via mobile device unless connected to home wifi and repeatedly go through the same stupid ""I'm travelling"" links. For someone that does FIFO work this is incredibly frustrating and stupid to have to put up with.",1,52,8.128.0 build 5 50793,2024-08-23 05:36:09,,,8.128.0 build 5 50793
f9d8d9a8-c40d-4cc0-a7ff-70cb113396a7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gta san is dives problem plese fix this dives,5,0,,2024-08-23 05:16:09,,,
9f9ddb83-9c82-4736-ade0-23b4f38ae9cf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great app good price for as well.,5,0,7.114.0 build 6 35548,2024-08-23 05:06:36,,,7.114.0 build 6 35548
bcb7e96e-591a-4603-9b28-2360ba066c1f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,me gusta,4,0,8.128.0 build 5 50793,2024-08-23 04:54:17,,,8.128.0 build 5 50793
c0a944c1-9ce5-4c65-9d82-11bf7fa309a6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,PLEASE ADD BLACK BUTLER BACK PLEASEEEEEEE IF YOU HAVE NO ROOM JUST REMOVE THE EMOJI MOVIE I CAN GARENTEE YOU THAT THE PEOPLE DO NOT WANT THE EMOJI MOVIE AND PLEASE STOP REMOVING GOOD SHOWS FOR MOVIES NO ONE REALLY WATCHES.,4,0,8.128.0 build 5 50793,2024-08-23 04:47:15,,,8.128.0 build 5 50793
4336c5f9-ea6f-4b90-832d-bc50ba62a239,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Always shows screen limit but no one use my account and it SHOWS another account using but theys are use their account i faced this everytime,1,7,8.127.1 build 10 50788,2024-08-23 04:39:41,,,8.127.1 build 10 50788
28b876d7-7736-40c0-b260-e1d317314046,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Awful for consumer friendliness.,1,10,8.128.0 build 5 50793,2024-08-23 04:29:02,,,8.128.0 build 5 50793
facb5cc1-7ee1-49f0-97f8-7d1fd34bfe14,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Happy to come over and watch the invite and,5,0,8.128.0 build 5 50793,2024-08-23 04:27:27,,,8.128.0 build 5 50793
4d824ddc-6185-4b75-9b0b-8b566d629b9b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I can't watch while I'm at work because I'm not in my household. There solution is pay for another account. This is criminal,1,16,8.128.0 build 5 50793,2024-08-23 03:42:50,,,8.128.0 build 5 50793
23aadc61-4278-4a22-821b-0e3b4328798a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I just suddenly got charged, get me my money back. We don't use the account anymore but I just got my allowance deducted because of this app",1,5,8.128.0 build 5 50793,2024-08-23 03:22:36,,,8.128.0 build 5 50793
775b3f84-9644-42cb-b163-c800e52ecd36,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,For some reason ads always brighten the phone screen and I have to adjust it back. I don't know why the ads need a minimum backlight setting.,3,2,8.128.0 build 5 50793,2024-08-23 03:18:59,,,8.128.0 build 5 50793
e481bcd5-08a3-482c-b83b-d1107ac7d7cc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Update required what 🤬,1,5,8.127.1 build 10 50788,2024-08-23 03:16:53,,,8.127.1 build 10 50788
bfc06273-1aa0-46dc-8131-a9d53bd04aac,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The app is good but the only problem is when I download some things for a holiday where I won't have wifi, only after a day the downloads suddenly expire or it gives me an error and I can't watch my downloads anymore and I have to constantly re-download them to avoid this issue",3,2,8.128.0 build 5 50793,2024-08-23 02:53:28,,,8.128.0 build 5 50793
4fc50346-febc-4429-99c4-5af2ebcb142a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Add gintama and fmab and my life is yours😭😭,5,0,8.128.0 build 5 50793,2024-08-23 02:35:02,,,8.128.0 build 5 50793
070f7ed4-2f7d-4ab6-afee-ac3b1bb9f2bc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"no subtitle for next episode, you can never watch smoothly, you need to go back again and again to play, worst and uninstalling it",1,4,,2024-08-23 02:32:24,,,
0cc9e399-de5a-4f2e-a01d-57b7973a1fab,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Better,5,0,,2024-08-23 01:56:22,,,
68098448-cf11-4b66-98c2-227aca19717c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Update aplikasi malah dapat pesan device tidak terdaftar. Padahal baru saja perpanjang langganan. Sangat mengecewakan!!,1,2,8.128.0 build 5 50793,2024-08-23 01:48:47,,,8.128.0 build 5 50793
791f1762-3b47-4386-857d-503986cd2c4b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Hate it. This is the most expensive streaming service with the strictest rules. $28.99 a month just to constantly have to work around their BS.,1,10,8.128.0 build 5 50793,2024-08-23 01:32:25,,,8.128.0 build 5 50793
25aac012-8556-4a27-b53b-fd540b9658e5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's Netflix,5,0,8.128.0 build 5 50793,2024-08-23 01:18:14,,,8.128.0 build 5 50793
c94290e5-1385-4c36-bbed-e22b6f619879,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I have netflix but cant see it in my tv. So have to take it off. Cant chrome cast it.,1,2,8.128.0 build 5 50793,2024-08-23 01:18:08,,,8.128.0 build 5 50793
3650e171-6e74-4c6d-90b7-334856f4ca8e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I really like Netflix, better than Prime, no annoying commercials or ads, which when you pay for a service, should take care of it. I got it through my phone carrier plan, but would pay for it. Tons of variety of whatever you want to watch. Other countries make good movies, but I hate to read them, because then you may miss something that is going on with the show, so Netflix has a lot of movies from other countries that are dubbed in English, so i get to enjoy.",5,2783,8.126.0 build 9 50771,2024-08-23 01:07:42,,,8.126.0 build 9 50771
928bc28a-c393-459d-8ea6-115bc85522cc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excellent,5,0,8.127.1 build 10 50788,2024-08-23 01:02:52,,,8.127.1 build 10 50788
e787e654-7c62-435c-9d2b-016102597f5d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Love it 😍,5,0,,2024-08-23 00:25:05,,,
7a6b9214-4384-4286-984e-394090f1c312,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,They keep trying to push games and do NOT provide a way to disable game stuff. It's a video app! I want to watch movies and shows! If I wanted to play games I would just download the games not use Netflix!!!! Trying to push games is just having worse and worse effects on the app as an actual video app. I DO NOT WANT GAMES IN NETFLIX! I WILL NEVER WANT GAMES IN NETFLIX!,1,112,8.128.0 build 5 50793,2024-08-23 00:19:00,,,8.128.0 build 5 50793
ddff36b6-73d1-42ca-a22e-8ad6eb9c5034,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,There's no reason for why I should pay extra if I'm a part of the household and are either traveling or going to school temporarily.,1,7,8.128.0 build 5 50793,2024-08-22 23:42:17,,,8.128.0 build 5 50793
8dee09d4-9429-498f-87a2-d79a6d233dd2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Everything about this app is good,5,0,7.120.6 build 63 35594,2024-08-22 23:08:32,,,7.120.6 build 63 35594
d4819ce1-6ca1-44d1-949d-f084334e4a5c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,8.128.0 build 5 50793,2024-08-22 22:55:58,,,8.128.0 build 5 50793
a71523a8-8bd1-47df-84a8-396781416546,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bro i want refund my acc is gone i tried everything even saved password are all incorrect like bro i did not just paid you to remove my acc,1,4,,2024-08-22 22:46:32,,,
e9052ad9-43e4-4cc1-bb7d-d788ef284569,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bbon ojaycbau he ishantteeth demalog sowerrn shartcutoff owdqmn hookwman,5,0,7.94.0 build 8 35372,2024-08-22 22:30:35,,,7.94.0 build 8 35372
8db2df76-b3d9-4c75-bd11-bbe668ea3bc2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Removed the sleep timer... why?,1,3,8.128.0 build 5 50793,2024-08-22 22:19:24,,,8.128.0 build 5 50793
3d4b0726-4126-4eda-9be7-4bb84845ff2d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Why can't I uninstall this app? I never use it,1,3,1.0,2024-08-22 22:12:32,,,1.0
98a7f99a-5a7c-4fa2-83b6-c697c93a29a9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very good,4,0,8.128.0 build 5 50793,2024-08-22 21:46:00,,,8.128.0 build 5 50793
dac0075f-e70e-4bf2-8ab8-6e1ec8204e6d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Excellent!,5,0,8.128.0 build 5 50793,2024-08-22 21:45:51,,,8.128.0 build 5 50793
f32d195b-d574-4b42-b449-650f0fbf6d1f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,🌻,5,0,8.128.0 build 5 50793,2024-08-22 21:41:17,,,8.128.0 build 5 50793
dd4dbb69-41d0-4000-8796-a3ecd661d8f1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Brightness seems not to be enough even though I turn it all upto the max both on phone as well in the app. While using youtube or other streaming service Brightness is grant. Otherwise will give 4 stars if not five stars.,3,3,8.128.0 build 5 50793,2024-08-22 21:25:25,,,8.128.0 build 5 50793
66f27513-6c10-40e7-808e-da7cb328865b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Please add a way to disable the games spam...it was already difficult to find something woth watching and I have less than zero interest in your silly games,1,3,8.128.0 build 5 50793,2024-08-22 21:13:39,,,8.128.0 build 5 50793
9343700a-092f-423c-a240-d1f931afccfb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Netflix is the best!,5,0,8.128.0 build 5 50793,2024-08-22 21:09:02,,,8.128.0 build 5 50793
c836e994-53c6-43f1-963a-ab08e8595a35,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's working just perfect,5,0,8.128.0 build 5 50793,2024-08-22 20:57:03,,,8.128.0 build 5 50793
3cd0cc7d-be24-4abb-a84b-3634aacb7821,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Netflix I'd showing you are not house holding Netflix membership,1,5,8.128.0 build 5 50793,2024-08-22 20:55:20,,,8.128.0 build 5 50793
